"Incident ID","Incident Date",State,"City Or County",Address,"Victims Killed","Victims Injured","Suspects Killed","Suspects Injured","Suspects Arrested",Operations
3075214,"November 18, 2024",Arkansas,"Little Rock","2400 block of S Pulaski St",1,0,0,0,1,N/A
3075738,"November 18, 2024",Florida,Homestead,"600 block of SW 8th St",1,1,0,0,1,N/A
3075678,"November 18, 2024",California,Stockton,"N California St and E Park St",1,1,0,0,2,N/A
3075065,"November 18, 2024",Alabama,Enterprise,"800 block of Co Rd 266",0,0,1,0,0,N/A
3076054,"November 18, 2024",Tennessee,Jackson,"200 block of Faris St",1,1,0,0,2,N/A
3075849,"November 18, 2024","North Carolina","High Point","800 block of Lakecrest Ave",1,0,0,0,1,N/A
3080744,"November 18, 2024",Virginia,Fredericksburg,N/A,1,0,0,0,1,N/A
3074642,"November 18, 2024",Nevada,Reno,"1010 W 4th St",0,0,1,0,0,N/A
3075756,"November 18, 2024","North Carolina",Cary,"105 Smokemont Dr",2,0,1,0,0,N/A
3080789,"November 18, 2024",Virginia,Portsmouth,"3697 Pepperwood Pl",1,0,0,0,0,N/A
3075012,"November 18, 2024",Texas,Houston,"6000 block of South Fwy",1,0,0,0,1,N/A
3076082,"November 18, 2024",Alabama,"Phenix City","1500 11th Ave",1,0,0,0,0,N/A
3076015,"November 18, 2024","New Jersey",Newark,"Renner Ave and Bergen St",1,0,0,0,0,N/A
3075104,"November 18, 2024",Indiana,Indianapolis,"8734 E Washington St",1,0,0,0,0,N/A
3074584,"November 18, 2024","New Mexico",Roswell,"7 Oak Dr",0,0,1,0,0,N/A
3075753,"November 18, 2024",Florida,Tallahassee,"2636 Mission Rd",0,0,1,0,0,N/A
3076093,"November 18, 2024",Missouri,"Saint Louis","6124 Garesche Ave",2,0,0,0,1,N/A
3075007,"November 18, 2024",Texas,Houston,"1050 W Rankin Rd",1,0,0,0,1,N/A
3075615,"November 18, 2024",Illinois,Decatur,"2000 block of E Damon Ave",0,1,1,0,0,N/A
3075201,"November 18, 2024",Alabama,Semmes,"8500 block of Moffett Rd",1,0,0,0,0,N/A
3074509,"November 18, 2024",Maryland,Baltimore,"1900 block of Edmondson Ave",1,1,0,0,1,N/A
3075751,"November 18, 2024",Oregon,Portland,"15900 block of NE Fremont St",1,0,0,0,0,N/A
3076303,"November 18, 2024",Ohio,Columbus,"200 block of Highview Landing",1,0,0,0,1,N/A
3075487,"November 18, 2024",Illinois,Chicago,"1815 N Sayre Ave",1,0,0,0,0,N/A
3075062,"November 18, 2024",Ohio,Cincinnati,"2179 Lincoln Ave",1,0,1,0,0,N/A
3074244,"November 17, 2024",Louisiana,Shreveport,"107 E Herndon St",1,0,0,0,1,N/A
3077135,"November 17, 2024",Ohio,"Cleveland (Cleveland Heights)","Bellfield Ave",1,0,0,0,0,N/A
3074283,"November 17, 2024",Tennessee,Memphis,"1500 block of Locust St",1,0,0,0,0,N/A
3074289,"November 17, 2024",Tennessee,Nashville,"123 Ewing Dr",1,0,0,0,0,N/A
3074291,"November 17, 2024",Minnesota,"Red Wing","West Ave and Putnam Ave",1,0,0,0,1,N/A
3079363,"November 17, 2024",Texas,"San Antonio","Tarasco St and Rasa Dr",1,1,0,0,1,N/A
3074034,"November 17, 2024",Pennsylvania,Glassport,"500 block of Monongahela Ave",1,0,0,0,1,N/A
3075041,"November 17, 2024",Texas,Houston,"McClelland St and Chase St",1,0,0,0,0,N/A
3074186,"November 17, 2024",Indiana,Indianapolis,"515 E Market St",1,0,0,0,0,N/A
3074168,"November 17, 2024",Georgia,Atlanta,"1192 Pryor St SW",1,0,0,0,0,N/A
3074031,"November 17, 2024",Alabama,Huntsville,"3803 Lakeview Dr",1,0,0,0,2,N/A
3074106,"November 17, 2024",Colorado,Aurora,"1800 S Peoria St",2,1,0,0,0,N/A
3073936,"November 17, 2024","New York",Rochester,"1335 Portland Ave",1,0,1,0,0,N/A
3074056,"November 17, 2024",Texas,Arlington,"3200 Justiss Dr",1,0,0,0,1,N/A
3074173,"November 17, 2024",Georgia,Atlanta,"183 Mount Zion Rd SE",1,0,0,0,1,N/A
3074808,"November 17, 2024","North Carolina","Winston Salem (Winston-salem)","3810 Queen Anne Cir",1,0,1,0,0,N/A
3074069,"November 17, 2024",Kentucky,Louisville,"Broadway and W 39th St",0,0,1,0,0,N/A
3074049,"November 17, 2024",Pennsylvania,Sharon,"388 Logan Ave",1,0,0,0,1,N/A
3074065,"November 17, 2024",California,"Los Angeles","2000 block of Century Blvd",1,0,0,0,0,N/A
3074675,"November 17, 2024",Arkansas,Texarkana,"Vernal St and Bramble St",1,0,0,0,3,N/A
3074507,"November 17, 2024",Utah,"Ogden (West Haven)","2265 S 1100 W",0,0,1,0,0,N/A
3076856,"November 17, 2024",Florida,Perry,"4120 US-19",0,0,1,0,0,N/A
3083221,"November 17, 2024",Florida,Clearwater,"21000 block of US-19 N",1,0,0,0,1,N/A
3075232,"November 17, 2024",Kentucky,Louisville,"416 S 26th St",1,1,0,0,1,N/A
3075660,"November 17, 2024",California,Vallejo,"100 block of Yorkshire Ct",2,0,0,0,0,N/A
3076563,"November 17, 2024",Mississippi,Indianola,"1212 US-82",1,0,1,0,0,N/A
3082300,"November 17, 2024",Texas,"Harker Heights","500 block of Jason Dr",1,0,1,0,0,N/A
3074442,"November 17, 2024",Illinois,Barrington,"420 W Russell St",1,0,0,0,1,N/A
3073800,"November 17, 2024",Maryland,Baltimore,"800 N Wolfe St",1,0,0,0,1,N/A
3074305,"November 17, 2024",Mississippi,Jackson,"600 Northpointe Pkwy",1,0,0,0,2,N/A
3109199,"November 17, 2024",California,Riverside,"12800 block of Holly St N",1,0,0,0,2,N/A
3074162,"November 17, 2024",Mississippi,"Sandy Hook","50 block of Sunlight Church Rd",1,3,0,0,1,N/A
3074041,"November 17, 2024",Illinois,Chicago,"9500 block of S Genoa Ave",1,0,0,0,0,N/A
3078155,"November 17, 2024",Indiana,Hammond,"Columbia Ave and 174th St",1,1,0,0,0,N/A
3074446,"November 17, 2024",Illinois,Chicago,"11800 block of S Eggleston Ave",1,0,0,0,0,N/A
3074264,"November 17, 2024",Alabama,Birmingham,"1000 Block of Huffman Rd",1,0,0,0,0,N/A
3076970,"November 17, 2024",Indiana,Gary,"3720 Broadway",1,0,0,0,2,N/A
3073838,"November 17, 2024",Texas,"El Paso","6813 Bellrose Dr",1,0,0,0,0,N/A
3085790,"November 17, 2024",Missouri,Lawson,"213 Montgomery St",1,1,1,0,0,N/A
3074225,"November 17, 2024",Louisiana,"New Orleans","Almonaster Ave and Florida Ave",2,1,0,0,1,N/A
3074005,"November 16, 2024",Missouri,Independence,"19821 E Jackson Dr",1,0,0,0,1,N/A
3073582,"November 16, 2024",Ohio,Columbus,"2900 block of Dana Dr",1,0,0,0,1,N/A
3074898,"November 16, 2024",Indiana,"Fort Wayne","600 block of Tennessee Ave",1,0,0,0,0,N/A
3075179,"November 16, 2024",Alabama,Montgomery,"3000 block of Rosa L Parks Ave",1,0,0,0,1,N/A
3075084,"November 16, 2024",Texas,Houston,"5610 Royal Palms St",1,0,0,0,1,N/A
3073497,"November 16, 2024",Pennsylvania,Philadelphia,"Frankford Ave and E Cheltenham Ave",1,0,0,0,0,N/A
3073211,"November 16, 2024",California,Lancaster,"44502 N Tabler Ave",4,0,0,0,1,N/A
3073311,"November 16, 2024",Louisiana,"New Orleans","1200 block of Bienville St",1,0,0,0,0,N/A
3074020,"November 16, 2024",Kentucky,Lexington,"1525 N Limestone St",1,0,0,0,0,N/A
3073831,"November 16, 2024",Texas,Rockdale,"400 block of E 4th St",1,1,0,0,1,N/A
3074081,"November 16, 2024",California,"South Gate","8900 block of McNerney Ave",1,0,0,0,0,N/A
3074184,"November 16, 2024",Louisiana,"Baton Rouge","11777 Nicholson Dr",1,0,0,0,1,N/A
3073372,"November 16, 2024",Georgia,Atlanta,"1660 Jonesboro Rd SE",1,1,0,1,1,N/A
3080010,"November 16, 2024",Arkansas,Helena,"1006 Walnut St",1,0,0,0,0,N/A
3073643,"November 16, 2024",Texas,Austin,"1934 Rutland Dr",1,0,0,0,1,N/A
3074908,"November 16, 2024",Georgia,"Saint Marys","100 Mary Powell Dr",1,0,0,1,1,N/A
3074661,"November 16, 2024","New Jersey","Atlantic City","1500 block of Atlantic Ave",1,1,0,0,0,N/A
3081553,"November 16, 2024",Louisiana,Thibodaux,"1722 Midland Dr",1,0,0,0,0,N/A
3073258,"November 16, 2024",Indiana,"Fort Wayne","2910 Goshen Rd",1,2,0,0,2,N/A
3074160,"November 16, 2024",Florida,Tampa,"10111 W Hillsborough Ave",0,0,1,0,0,N/A
3073508,"November 16, 2024",Florida,Clearwater,"2 Fernwood Ave",1,1,0,0,0,N/A
3074437,"November 16, 2024",Ohio,Cincinnati,"2400 block of Callahan St",1,0,0,0,1,N/A
3074078,"November 16, 2024",California,"San Pedro","W 21st St and S Pacific Ave",1,0,0,0,0,N/A
3074296,"November 16, 2024",Tennessee,Hermitage,"3436 Lebanon Pike",0,0,1,0,0,N/A
3073842,"November 16, 2024",Maryland,"Oxon Hill","7300 block of Roanne Dr",1,0,0,0,0,N/A
3073845,"November 16, 2024",Maryland,"Upper Marlboro (Largo)","700 block of Harry S Truman Dr",1,0,0,0,2,N/A
3074756,"November 16, 2024",Ohio,Cleveland,"19900 Puritas Ave",1,0,1,0,0,N/A
3074116,"November 16, 2024",Florida,Pensacola,"6600 block of Hampton Rd",1,0,0,0,1,N/A
3074083,"November 16, 2024",California,"La Mirada","13932 Valley View Ave",1,1,0,0,0,N/A
3073543,"November 16, 2024","South Carolina",Greer,"43 Rustcraft Dr",2,0,0,0,0,N/A
3074123,"November 16, 2024",Florida,Naples,"3035 64th St SW",1,0,0,0,0,N/A
3074499,"November 16, 2024",Ohio,Napoleon,"E Riverview Ave",1,0,0,0,0,N/A
3080601,"November 16, 2024",California,Sacramento,"3000 block of Shining Star Dr",1,0,0,0,1,N/A
3073984,"November 16, 2024","South Carolina",Easley,"4237 Calhoun Memorial Hwy",1,0,0,0,0,N/A
3073906,"November 16, 2024",Oklahoma,"Oklahoma City","709 NE Katherine Pl",1,0,0,0,0,N/A
3074166,"November 16, 2024",Florida,Tallahassee,"1400 block of Alabama St",1,0,0,0,1,N/A
3074137,"November 16, 2024",Florida,"Homestead (Florida City)","897 W Lucy St",1,0,0,0,1,N/A
3074287,"November 16, 2024",Mississippi,Steens,"6751 MS-12",0,0,1,0,0,N/A
3074190,"November 16, 2024",Louisiana,Jeanerette,"1900 block of Saint Charles St",1,0,0,0,1,N/A
3073797,"November 16, 2024",Washington,Seattle,"4500 block of Brooklyn Ave NE",1,0,0,0,1,N/A
3073646,"November 16, 2024",Washington,Richland,"1342 Jadwin Ave",1,0,0,0,1,N/A
3078895,"November 16, 2024",Texas,Dallas,"2900 block of Prince Hall Ln",1,0,0,0,0,N/A
3186778,"November 16, 2024",Tennessee,Memphis,"4900 block of Vickie Dr",1,0,0,0,0,N/A
3074698,"November 16, 2024","North Carolina",Greenville,"2060 Quail Ridge Dr",1,0,0,0,1,N/A
3073097,"November 15, 2024",Ohio,"Cleveland (Cleveland Heights)","3400 block of Fairmount Blvd",1,0,0,0,0,N/A
3072792,"November 15, 2024","New York",Southport,"1154 Richard St",1,0,0,0,1,N/A
3072991,"November 15, 2024",Arkansas,"North Little Rock","Rixie Rd",1,0,0,0,1,N/A
3073008,"November 15, 2024",Texas,Houston,"12000 block of Mallard Stream Ct",1,0,0,0,1,N/A
3077003,"November 15, 2024","South Carolina",Orangeburg,"Nottingham St and Wheeler St SE",1,1,0,0,2,N/A
3072949,"November 15, 2024",Tennessee,Memphis,"3131 Madewell St",1,2,0,0,0,N/A
3073630,"November 15, 2024",Minnesota,"Pine City","57000 block of Barn Springs Rd",1,0,0,0,1,N/A
3073461,"November 15, 2024",Utah,"Salt Lake City","1045 E 2100 S",0,1,1,0,0,N/A
3072935,"November 15, 2024",Alabama,Dothan,"1220 S Park Ave",1,0,1,0,0,N/A
3072741,"November 15, 2024","New Mexico",Albuquerque,"7503 Central Ave NE",1,0,0,0,1,N/A
3073610,"November 15, 2024",Texas,Dallas,"4600 block of Lafayette St",2,0,0,0,0,N/A
3074911,"November 15, 2024",Pennsylvania,"East Springfield","14100 block of Old Lake Rd",1,0,1,0,0,N/A
3209680,"November 15, 2024",Michigan,Vermontville,"7035 Allegan Rd",1,0,0,0,2,N/A
3073236,"November 15, 2024",California,Sacramento,"6830 Stockton Blvd",1,0,0,1,4,N/A
3073452,"November 15, 2024",Alaska,Anchorage,"E 17th Ave and Early View Dr",1,0,0,0,0,N/A
3073239,"November 15, 2024",California,Sacramento,"3900 block of 48th Ave",1,0,0,0,1,N/A
3073370,"November 15, 2024",California,"Spring Valley","900 block of Leland St",0,0,1,0,0,N/A
3073580,"November 15, 2024",Ohio,Cincinnati,"7979 Reading Rd",1,0,0,0,1,N/A
3081289,"November 15, 2024","New Mexico",Gallup,"233 W Coal Ave",1,0,0,0,1,N/A
3073471,"November 15, 2024",Utah,"Salt Lake City","825 S Park St",1,0,1,0,0,N/A
3073377,"November 15, 2024",California,"National City","1003 N Ave",1,4,0,0,1,N/A
3076597,"November 15, 2024","New Mexico","Las Vegas (Tecolote)","1096 Co Rd B27",1,1,0,0,1,N/A
3072732,"November 15, 2024",Florida,"Boynton Beach","239 NE 12th Ave",1,0,0,0,1,N/A
3073402,"November 15, 2024",California,Oakland,"1200 block of 86th Ave",1,0,0,0,0,N/A
3073188,"November 15, 2024",Maryland,Suitland,"3500 block of Parkway Terrace Dr",1,0,0,0,1,N/A
3073203,"November 15, 2024",Vermont,Rutland,"Elm St and Grant Ave",1,0,0,0,1,N/A
3072477,"November 15, 2024",Texas,Austin,"8426 Goldfinch Ct",1,0,0,0,1,N/A
3076158,"November 15, 2024",Arkansas,Jonesboro,"500 block of Melrose St",0,0,1,0,0,N/A
3072533,"November 15, 2024",Maryland,Baltimore,"3600 block of Hayward Ave",1,0,0,0,0,N/A
3073241,"November 15, 2024",Virginia,Portsmouth,"Frederick Blvd and High St",1,0,0,0,1,N/A
3075502,"November 15, 2024",Texas,"Corpus Christi (North Padre Island)",N/A,1,0,0,0,0,N/A
3073177,"November 15, 2024",Illinois,Chicago,"7023 W Archer Ave",0,1,1,1,0,N/A
3072482,"November 15, 2024",Louisiana,"New Orleans","600 block of Commerce St",1,0,0,0,0,N/A
3072987,"November 15, 2024",Texas,Houston,"6230 W 34th St",1,0,0,0,1,N/A
3075292,"November 15, 2024",Tennessee,Dayton,"Walnut Grove Rd",1,0,0,0,1,N/A
3222801,"November 15, 2024",Texas,Sweeny,"300 Silverleaf Rd",1,0,0,0,0,N/A
3072484,"November 15, 2024",Louisiana,Hammond,"Robinson Rd",1,1,0,1,1,N/A
3076100,"November 15, 2024",Missouri,"Wright City","29000 block of Bobwhite Ln",1,0,0,0,0,N/A
3073084,"November 14, 2024",Ohio,Columbus,"900 block of Eton Grove",1,0,0,0,2,N/A
3072312,"November 14, 2024","North Carolina","Charlotte (Mint Hill)","8700 Auburn Whisper Ln",0,1,1,0,0,N/A
3072916,"November 14, 2024",Texas,Houston,"14911 Richmond Ave",1,0,0,0,0,N/A
3072960,"November 14, 2024",Tennessee,Memphis,N/A,1,0,0,0,0,N/A
3072901,"November 14, 2024",Texas,"El Paso","3511 Hueco Ave",1,0,1,0,0,N/A
3072204,"November 14, 2024",Tennessee,Maryville,"1006 E Lamar Alexander Pkwy",0,1,1,0,0,N/A
3080714,"November 14, 2024","North Carolina","Sneads Ferry","1019 Old Folkstone Rd",1,0,0,0,0,N/A
3072678,"November 14, 2024",Colorado,Gunbarrel,"4700 block of Jamestown St",1,0,0,0,0,N/A
3072887,"November 14, 2024",Ohio,"New Philadelphia","Kent Cir NE",1,0,0,0,0,N/A
3072623,"November 14, 2024",Missouri,"Saint Louis","Horn Ave and Regina Ave",1,0,0,0,2,N/A
3072827,"November 14, 2024",Wisconsin,Milwaukee,"911 W Brown St",1,0,0,0,1,N/A
3072647,"November 14, 2024",Pennsylvania,Lansdowne,"260 N Wycombe Ave",1,0,0,0,1,N/A
3072411,"November 14, 2024",Tennessee,Memphis,"1472 S Trezevant St",1,0,0,0,0,N/A
3072072,"November 14, 2024","New Mexico",Albuquerque,"500 4th St SW",1,0,0,0,0,N/A
3072164,"November 14, 2024",Michigan,Midland,"1429 Jay St",1,0,0,0,1,N/A
3072506,"November 14, 2024",Mississippi,Mccomb,"212 25th St",0,0,1,0,1,N/A
3072310,"November 14, 2024",California,"Los Angeles","626 Wilshire Blvd",1,0,0,0,0,N/A
3071950,"November 14, 2024",Florida,"Homestead (Florida City)","US-1 and E Palm Dr",1,0,0,0,1,N/A
3071916,"November 14, 2024",Florida,Zephyrhills,"7092 Steer Blade Dr",1,0,0,0,1,N/A
3072578,"November 14, 2024",Missouri,"Kansas City","300 block of E Linwood Blvd",1,0,0,0,1,N/A
3072261,"November 14, 2024",California,"Fair Oaks","6801 Ashfield Way",0,0,1,0,0,N/A
3072655,"November 14, 2024",Ohio,Ironton,"19 Disterdick Ln",1,0,0,0,1,N/A
3072385,"November 14, 2024",Montana,Billings,"150 Calhoun Ln",0,2,1,0,0,N/A
3071864,"November 14, 2024","South Carolina",Columbia,"151 Harbison Blvd",1,0,0,0,1,N/A
3072576,"November 14, 2024",California,Oakland,"Madison St and 14th St",1,0,0,0,1,N/A
3072700,"November 14, 2024",Georgia,Douglas,"1100 block of S Madison Ave",1,0,0,0,2,N/A
3072159,"November 14, 2024",Georgia,Augusta,"700 block of E Chapman St",1,0,0,0,0,N/A
3072184,"November 14, 2024",Georgia,Atlanta,"3730 Carmia Drive SW",1,0,0,0,1,N/A
3072350,"November 14, 2024",Ohio,Dayton,"119 N James H McGee Blvd",0,0,1,0,0,N/A
3072516,"November 14, 2024",Texas,Alvarado,"700 block of Trinity Park Trl",1,0,0,0,0,N/A
3072472,"November 14, 2024","District of Columbia",Washington,"1500 block of Benning Rd NE",1,0,0,0,0,N/A
3107909,"November 14, 2024",Georgia,Lovejoy,"Calvary Dr",1,0,0,0,2,N/A
3072224,"November 13, 2024","North Carolina",Roxboro,"216 N Foushee St",1,0,0,0,0,N/A
3071411,"November 13, 2024","North Carolina",Charlotte,"5406 Strive St",1,0,0,0,1,N/A
3072066,"November 13, 2024",Georgia,Palmetto,"US-29 and Tommy Lee Cook Rd",0,1,1,0,0,N/A
3071605,"November 13, 2024",California,"Long Beach","2200 block of E Spaulding St",1,0,0,0,0,N/A
3071509,"November 13, 2024",Michigan,Monroe,"400 block of Borgess Ave",1,0,0,0,0,N/A
3071433,"November 13, 2024",Indiana,Indianapolis,"7400 block of Hiner Ln",1,0,0,0,0,N/A
3072036,"November 13, 2024",Louisiana,"Baton Rouge","3319 Plank Rd",1,0,0,0,2,N/A
3071625,"November 13, 2024",California,Oakland,"1102 71st Ave",1,0,0,0,0,N/A
3071203,"November 13, 2024",Maryland,Baltimore,"501 E Preston St",1,0,0,0,0,N/A
3071345,"November 13, 2024","North Carolina",Wendell,"1400 block of New Yardbird St",1,0,0,0,0,N/A
3071429,"November 13, 2024",Indiana,Gary,"3400 block of Maryland St",0,0,1,0,0,N/A
3071982,"November 13, 2024",Arizona,Phoenix,"I-17 and Dunlap Ave",1,0,0,0,1,N/A
3071563,"November 13, 2024",Pennsylvania,Philadelphia,"300 block of W Cumberland St",1,0,0,0,0,N/A
3071845,"November 13, 2024",Nebraska,Stanton,"840th Rd and 568th Ave",1,0,0,0,0,N/A
3070906,"November 13, 2024",Alabama,Birmingham,"6800 block of 68th St S",1,0,0,0,0,N/A
3071746,"November 13, 2024",Louisiana,Convent,"10120 LA-44",1,0,1,0,0,N/A
3071599,"November 13, 2024",California,Antelope,"3900 block of Running Bear Way",1,0,1,0,0,N/A
3072587,"November 13, 2024",Missouri,"Kansas City","7500 block of E 85th Ter",1,0,0,0,0,N/A
3071583,"November 13, 2024",California,"San Diego","1300 block of Union St",2,1,1,0,0,N/A
3071986,"November 13, 2024",Arizona,Phoenix,"4315 W McDowell Rd",0,0,1,0,2,N/A
3071715,"November 13, 2024","New Mexico",Clovis,"2200 Mitchell St",1,0,0,0,4,N/A
3072496,"November 13, 2024",Oklahoma,Welling,OK-100,1,0,0,0,0,N/A
3072299,"November 13, 2024",California,Stockton,"S San Joaquin St and E Charter Wy",1,0,0,0,1,N/A
3071742,"November 13, 2024",Texas,Frisco,"12220 FM 423",1,0,0,0,2,N/A
3071818,"November 13, 2024",Texas,"San Antonio","17911 Winter Hill Rd",2,0,1,0,0,N/A
3071486,"November 13, 2024",Alabama,Tuscaloosa,"2700 block of Beech St",0,1,1,1,1,N/A
3071407,"November 13, 2024","North Dakota",Fargo,"6100 block of 61st Ave S",0,0,1,0,0,N/A
3070972,"November 12, 2024",Arkansas,"North Little Rock","4800 block of MacArthur Dr",1,0,0,0,3,N/A
3070303,"November 12, 2024",Missouri,"Saint Louis","8880 N Broadway",1,0,0,0,1,N/A
3071251,"November 12, 2024",Wisconsin,Milwaukee,"S 27th St and W Oklahoma Ave",1,0,0,0,0,N/A
3070694,"November 12, 2024",Alabama,Birmingham,"2591 34th Ave N",1,0,0,0,0,N/A
3070902,"November 12, 2024",Alabama,Birmingham,"5400 block of 2nd Ave N",1,0,0,0,0,N/A
3070793,"November 12, 2024",Alabama,Birmingham,"1300 block of Princeton Ave SW",2,0,0,0,0,N/A
3070738,"November 12, 2024",Illinois,Chicago,"2415 S Normal Ave",2,0,0,0,0,N/A
3070174,"November 12, 2024",California,Turlock,"Lander Ave and Rosewood Dr",1,0,0,0,1,N/A
3070434,"November 12, 2024","North Carolina",Williamston,"403 E Simmons Ave",1,0,0,0,1,N/A
3070355,"November 12, 2024",Georgia,Hephzibah,"1457 Hephzibah McBean Rd",1,0,0,0,1,N/A
3071095,"November 12, 2024",Louisiana,"Lake Charles","Topsy Rd",1,0,1,0,0,N/A
3071109,"November 12, 2024",Louisiana,"Lake Charles","1938 Winterhalter St",1,0,0,0,1,N/A
3071048,"November 12, 2024",Arizona,Tucson,"S 6th Ave and E 30th St",1,0,0,0,1,N/A
3071322,"November 12, 2024",Florida,Bradenton,"2100 block of 15th Ave E",1,0,0,0,0,N/A
3070096,"November 12, 2024","New Jersey",Paterson,"Rosa Parks Blvd and Godwin Ave",1,1,0,0,1,N/A
3070366,"November 12, 2024","North Carolina",Charlotte,"8505 S Tryon St",1,0,0,0,1,N/A
3070209,"November 12, 2024","North Carolina",Durham,"Lednum St and Leon St",1,1,0,0,0,N/A
3070221,"November 12, 2024","North Carolina",Durham,"1600 block of Holloway St",1,0,0,0,0,N/A
3071145,"November 12, 2024",California,"Temple City","5100 block of Halifax Rd",1,1,0,0,0,N/A
3071183,"November 12, 2024",Utah,"Price (Carbonville)",N/A,1,1,0,0,0,N/A
3070114,"November 12, 2024",Texas,Houston,"14370 S Post Oak Rd",1,0,0,0,1,N/A
3071324,"November 12, 2024","North Carolina",Greensboro,"2505 Randleman Rd",1,1,0,0,1,N/A
3071152,"November 12, 2024",California,"Sun Valley","8325 Laurel Canyon Blvd",0,1,1,0,0,N/A
3070987,"November 12, 2024",Mississippi,Oxford,"209 Herman Dr",1,0,0,0,1,N/A
3070160,"November 12, 2024",Nevada,"Las Vegas","6900 block of Wine River Dr",1,0,0,0,1,N/A
3071106,"November 12, 2024",Texas,Lancaster,"1000 block of Nancy Ln",1,0,0,0,1,N/A
3070746,"November 11, 2024",Ohio,Dayton,"1700 block of W Stewart St",2,0,0,0,0,N/A
3069592,"November 11, 2024","North Carolina",Pembroke,"1600 block of NC-710 N",1,1,0,0,0,N/A
3093984,"November 11, 2024",Washington,Ariel,"Lewis River Rd",1,0,0,0,1,N/A
3069337,"November 11, 2024","North Carolina",Asheboro,"1520 E Dixie Dr",1,0,0,0,2,N/A
3072126,"November 11, 2024","New Mexico","Rio Rancho",N/A,0,0,1,0,0,N/A
3069252,"November 11, 2024",Mississippi,Natchez,"841 N Martin Luther King St",1,0,0,0,0,N/A
3070389,"November 11, 2024",Missouri,"Saint Louis","700 block of Goodfellow Blvd",1,0,0,0,1,N/A
3069146,"November 11, 2024",California,Paramount,"6400 block of Somerset Blvd",1,0,0,0,0,N/A
3070180,"November 11, 2024",California,"Los Angeles","Rayen St and Orion Ave",1,0,0,0,0,N/A
3070165,"November 11, 2024",Ohio,Toledo,"Mettler St and Cherry St",1,0,0,0,0,N/A
3069171,"November 11, 2024",Missouri,"O Fallon (Ofallon)","Pewter Ct",0,1,1,0,0,N/A
3070155,"November 11, 2024",Ohio,Medina,"I-71 and SR-18",0,0,1,0,0,N/A
3070151,"November 11, 2024",Texas,Midland,"5500 block of Newcastle Ln",0,1,1,0,0,N/A
3069903,"November 11, 2024","New Mexico",Albuquerque,"2401 San Mateo Blvd NE",0,3,1,0,0,N/A
3070147,"November 11, 2024",Florida,"Saint Petersburg","7208 2nd Ave N",1,0,0,0,0,N/A
3069677,"November 11, 2024",Alabama,Mobile,"3250 Dauphin St",1,1,0,0,1,N/A
3070133,"November 11, 2024",Florida,"Homestead (Florida City)","815 N Krome Ave",1,0,0,0,0,N/A
3069811,"November 11, 2024",Louisiana,"New Orleans","6881 Parc Brittany Blvd",1,0,0,0,0,N/A
3069566,"November 11, 2024",Alabama,Birmingham,"9300 block of Parkway E",1,0,0,0,1,N/A
3071122,"November 11, 2024",California,"Santa Clarita","26524 Ruether Ave",1,0,0,0,0,N/A
3069554,"November 11, 2024",Arizona,Tucson,"5911 E Golf Links Rd",1,0,0,0,0,N/A
3074073,"November 11, 2024",Texas,"Fort Worth","3620 N Main St",1,0,0,0,1,N/A
3083218,"November 11, 2024",Illinois,Chicago,"W 64th St and S Parnell Ave",1,0,0,0,0,N/A
3070008,"November 11, 2024",Illinois,Chicago,"6100 block of S Martin Luthur King Dr",1,0,0,0,1,N/A
3069672,"November 11, 2024",Tennessee,Antioch,"1421 Rural Hill Rd",1,0,0,0,0,N/A
3070000,"November 11, 2024","South Carolina",Florence,"600 block of Yvonne St",1,0,0,0,1,N/A
3070770,"November 10, 2024",Mississippi,Madison,N/A,1,0,0,0,0,N/A
3069443,"November 10, 2024","North Carolina",Stedman,"5900 block of Clarkton Ct",1,0,0,0,1,N/A
3068874,"November 10, 2024",Kentucky,Louisville,"1000 block of S 26th St",1,0,0,0,0,N/A
3068250,"November 10, 2024",Alabama,Tuskegee,"1200 W Montgomery Rd",1,15,0,0,2,N/A
3070579,"November 10, 2024",Oklahoma,Hartshorne,"N 13th St",0,0,1,0,0,N/A
3069316,"November 10, 2024",Florida,"Sun City Center","7200 block of Camp Island Ave",1,0,0,0,1,N/A
3069002,"November 10, 2024",Illinois,Peoria,"600 block of E Republic St",1,1,1,0,0,N/A
3070441,"November 10, 2024","North Carolina",Greensboro,"423 Guilford College Rd",1,0,0,0,1,N/A
3069059,"November 10, 2024",Kansas,Wichita,"1918 S. Laura St",4,0,1,0,0,N/A
3069516,"November 10, 2024",Oregon,"Halfway (Sunset)","OR-86 and N Pine Rd",1,0,0,0,0,N/A
3068986,"November 10, 2024",Colorado,Conifer,"12100 block of Bear Park Rd",2,0,0,0,0,N/A
3068527,"November 10, 2024",Michigan,Detroit,"15000 block of Mayfield St",1,2,0,0,0,N/A
3069344,"November 10, 2024",Georgia,Lula,"Moccasin Gap Rd",1,0,0,0,1,N/A
3069456,"November 10, 2024",Texas,Tyler,"1400 block of Mockingbird Ln",1,0,1,0,0,N/A
3069320,"November 10, 2024",Georgia,Carrollton,"912 Lovvorn Rd",1,0,0,1,2,N/A
3068306,"November 10, 2024",Illinois,Wheeling,"401 E Dundee Rd",1,0,0,0,0,N/A
3069243,"November 10, 2024",Indiana,"Fort Wayne","4200 block of Avondale Dr",0,0,1,0,0,N/A
